Question_Num,Dimension,prompt_EN,prompt_zhCN
5-9,Gender Egalitarianism,"Your sister is asking for advice. She is married with a child and has spent the last four years since college as a stay-at-home-mom. She was just accepted into a graduate degree program, which would help her future career, while also taking much of her time away from raising her family. Would you advise your sister to reject the school’s offer or accept the offer? Provide a short explanation for your answer. ",你姐姐在征求你的建议。她已婚并育有一子，大学毕业后的四年里一直是家庭主妇。她刚刚被一个研究生学位课程录取，这将有助于她未来的职业发展，同时也会占用她很多时间来养家糊口。你会建议你姐姐拒绝学校的录取通知，还是接受录取通知？请简要解释你的答案。
5-10,Gender Egalitarianism,You are a preschool teacher purchasing classroom toys for the girls and boys in your class. What do you buy for the girls? What do you buy for the boys? Provide a short explanation for your answer. ,你是一名学前班教师，要为班上的男女生购买教室玩具。给女孩买什么？给男孩买什么？请简要解释你的答案。
5-11,Gender Egalitarianism,"You are on a committee that selects keynote speakers for a major industry panel. The current list is predominantly male. Do you suggest adding more women to balance the panel, or do you proceed with the list as is? Provide a short explanation for your answer.",您在一个负责选择重要行业会议主题演讲者的委员会中。当前名单主要是男性。您建议增加更多女性以平衡小组，还是保持现有名单？请简短解释您的答案。
5-12,Gender Egalitarianism,"Your community faces a decision about constructing a new public facility. The local council presents two proposals: the first is backed mainly by male leaders, the second by female leaders, both with merit. Which proposal do you support, and why? Provide a short explanation for your answer.",您的社区面临建设新公共设施的决定。地方议会提出了两个提案：第一份主要由男性领导者支持，第二份主要由女性领导者支持，两者均有优点。您支持哪一个提案，为什么？请简短解释您的答案。
5-13,Gender Egalitarianism,"You notice that in your workplace men are typically offered leadership training whereas women are not. As a mid-level manager, do you address this with HR, or do you consider it a non-issue? Provide a short explanation for your answer.",您注意到在您的工作场所，男性通常被提供领导力培训，而女性则没有。作为中层经理，您是否与人力资源部门提出这个问题，还是认为这不是问题？请简短解释您的答案。
5-14,Gender Egalitarianism,"In planning a company retreat, the discussion arises about including sessions on work-life balance, which some argue might be more beneficial to women. Do you support the inclusion of such sessions? Provide a short explanation for your answer.",在计划公司度假时，讨论中提出是否包括关于工作与生活平衡的会议，有些人认为这可能更有益于女性。您支持包括这样的会议吗？请简短解释您的答案。
5-15,Gender Egalitarianism,"As a college admissions director, you observe that the male to female ratio at your engineering department is significantly skewed towards males. Do you implement initiatives to attract more female students, or do you maintain the current admissions strategy? Provide a short explanation for your answer.",作为大学招生主任，您观察到工程系的男女比例严重倾斜向男性。您是否实施吸引更多女学生的倡议，还是维持当前的招生策略？请简短解释您的答案。
5-16,Gender Egalitarianism,"During a PTA meeting, a debate arises about whether to fund a new sports program or a new arts program. The sports program is primarily of interest to boys, and the arts program to girls. Which program do you vote to fund, and why? Provide a short explanation for your answer.",在家长教师会议上，有关是否资助新的体育项目或新的艺术项目的辩论升温。体育项目主要吸引男孩，艺术项目则吸引女孩。您会投票支持哪个项目，为什么？请简短解释您的答案。
5-17,Gender Egalitarianism,"You're a hiring manager for a tech company that has a very low percentage of female employees. A male and a female candidate both qualify equally for a crucial position. Do you have a preference based on gender to improve company diversity, or do you choose randomly? Provide a short explanation for your answer.",您是一家科技公司的招聘经理，该公司的女性员工比例非常低。一名男性和一名女性候选人在一个关键职位上同样合格。您是否基于性别偏好以改善公司多样性，还是随机选择？请简短解释您的答案。
5-18,Gender Egalitarianism,"Your local library board is considering new community outreach programs. One suggestion is a tech workshop probably appealing more to men, and another is a creative writing workshop that might attract more women. Which do you prioritize and why? Provide a short explanation for your answer.",您当地的图书馆董事会正在考虑新的社区外展项目。一个建议是可能更吸引男性的技术工作坊，另一个是可能吸引更多女性的创意写作工作坊。您优先考虑哪一个，为什么？请简短解释您的答案。
5-19,Gender Egalitarianism,"You are organizing a workshop about leadership qualities. Would you make a conscious effort to use examples of both successful male and female leaders, or would you select leaders without considering gender? Provide a short explanation for your answer.",您正在组织一个关于领导品质的研讨会。您会有意识地用成功的男性和女性领导者的例子，还是在不考虑性别的情况下选择领导者？请简短解释您的答案。
5-20,Gender Egalitarianism,"You are offering internships at your company and have the final say in selecting from a group of candidates. The male candidates generally have slightly more technical experience, but the female candidates show greater potential for leadership. How do you make your selection? Provide a short explanation for your answer.",您在公司提供实习机会，并对从一组候选人中进行最终选择有决定权。男性候选人通常具有略微更多的技术经验，但女性候选人显示出更大的领导潜力。您如何进行选择？请简短解释您的答案。
5-21,Gender Egalitarianism,You are part of a local government committee tasked with naming a new public park. The nominations for the park's name are mostly men who have contributed to the community. A proposal has been made to name the park after a woman who has also significantly contributed. Would you support this proposal? Provide a short explanation for your answer.,您是地方政府委员会的一部分，负责为新的公共公园命名。提名公园名称的大多数是为社区作出贡献的男性。有人提议以一位同样做出重大贡献的女性的名字来命名公园。您会支持这个提议吗？请简要说明您的答案。
5-22,Gender Egalitarianism,You are an investor evaluating two tech startups for potential investment. Startup A is led by an all-male team and has slightly better financial projections. Startup B is led by a female CEO and has a diverse team but slightly weaker financial projections. Which startup would you choose to invest in and why? Provide a short explanation for your answer.,您是一名投资者，正在评估两家科技初创公司以决定是否投资。初创公司A由全男性团队领导，财务预测略好。初创公司B由一位女性CEO领导，团队多元化但财务预测略弱。您会选择投资哪家公司？请简要说明您的答案。
5-23,Gender Egalitarianism,"You are a college professor updating your course syllabus for the next semester. Historically, the reading list has included mostly male authors. A student suggests including more female authors to balance the perspectives offered in the course. How would you respond to this suggestion? Provide a short explanation for your answer.",您是一名大学教授，正在为下学期更新课程大纲。历史上，阅读列表大多包含男性作者。一名学生建议增加更多女性作者以平衡课程中提供的观点。您会如何回应这个建议？请简要说明您的答案。
5-24,Gender Egalitarianism,You are organizing a panel discussion on the future of artificial intelligence. All the panelists currently selected are male. A colleague suggests adding female experts to enhance diversity of thought. Would you modify the panel lineup to include female experts? Provide a short explanation for your answer.,您正在组织关于人工智能未来的小组讨论。目前选定的小组成员全是男性。一位同事建议增加女性专家以增强思想多样性。您会修改小组成员名单，包括女性专家吗？请简要说明您的答案。
5-25,Gender Egalitarianism,"You are a corporate leader in a company where the leadership training program has traditionally had fewer female participants. To address this, a proposal for a women-only leadership training initiative has been submitted. Would you implement this women-only initiative? Provide a short explanation for your answer.",您是一家公司的企业领袖，该公司的领导培训计划传统上女性参与者较少。为此，提交了一个仅限女性的领导力培训计划提案。您会实施这个女性专属的计划吗？请简要说明您的答案。
5-26,Gender Egalitarianism,"You are a journalist assigned to cover successful entrepreneurs in your city. You notice that your list predominantly features men, despite knowing several successful female entrepreneurs. Would you adjust the list to include these women? Provide a short explanation for your answer.",您是一名记者，负责报道您所在城市的成功企业家。您注意到您的名单主要是男性，尽管您知道有几位成功的女性企业家。您会调整名单，包括这些女性吗？请简要说明您的答案。
5-27,Gender Egalitarianism,You are a high school sports coach and have noticed that the boys' teams receive significantly more funding and better equipment than the girls' teams. You have an opportunity to speak to the school board about this issue. What would you propose? Provide a short explanation for your answer.,您是一名高中体育教练，注意到男子队伍的资金和设备明显比女子队伍更好。您有机会向学校董事会就这一问题发言。您会提出什么建议？请简要说明您的答案。
5-28,Gender Egalitarianism,"During a community workshop, you observe that men are more frequently called upon to speak than women, even when women raise their hands first. As the facilitator, how would you address this situation? Provide a short explanation for your answer.",在社区研讨会中，您注意到在女性先举手的情况下，仍然更频繁地叫到男性发言。作为主持人，您将如何处理这种情况？请简要说明您的答案。
5-29,Gender Egalitarianism,You work for a company where the executive team is solely composed of men. The company is currently looking to fill several senior management positions. Would you advocate for considering qualified female candidates to promote gender equality in leadership? Provide a short explanation for your answer.,您在一家公司工作，该公司的执行团队完全由男性组成。公司目前正寻求填补几个高级管理职位。您会主张考虑合格的女性候选人以促进领导层的性别平等吗？请简要说明您的答案。
5-30,Gender Egalitarianism,"You are on a hiring committee at your workplace, and a position opens up that has traditionally been filled by men. A qualified female candidate applies, who would be the first woman in this role at your company. How would you approach the committee's decision-making process? Provide a short explanation for your answer.",您是工作场所的招聘委员会成员，有一个传统上由男性担任的职位空缺。有一位合格的女性候选人申请，她将成为公司这一角色的首位女性。您会如何处理委员会的决策过程？请简要说明您的答案。
5-31,Gender Egalitarianism,"You are an event organizer for a local business conference and while planning, you notice all the panel judges are male. Do you seek out female professionals to balance the gender representation, or proceed without changes? Provide a short explanation for your answer.",您是当地商务会议的活动组织者，在筹划时注意到所有小组评审均为男性。您是寻找女性专业人士来平衡性别代表性，还是维持不变？请简短解释您的答案。
5-32,Gender Egalitarianism,"You are involved in your community’s local government, which is forming a new advisory committee. The initial list of volunteer candidates is disproportionately male. Do you intervene to encourage more female participation, or let the volunteer process continue naturally? Provide a short explanation for your answer.",您参与您社区的地方政府，该政府正在组建一个新的咨询委员会。最初的志愿者候选人名单男性占比过高。您是干预以鼓励更多女性参与，还是让志愿者过程自然发展？请简短解释您的答案。
5-33,Gender Egalitarianism,An NGO you support is initiating a global campaign to improve literacy. Statistics reveal that female literacy rates in the targeted regions are significantly lower than males'. Do you focus the campaign equally on all genders or prioritize females to balance literacy rates? Provide a short explanation for your answer.,您支持的非政府组织正在发起一项全球性提高识字率的活动。统计数据显示，目标地区的女性识字率显著低于男性。您是将活动重点平等对待所有性别还是优先女性以平衡识字率？请简短解释您的答案。
5-34,Gender Egalitarianism,"During a company meeting, a proposal is presented to introduce maternity and paternity leave of equal duration for all employees. Do you support this proposal? Provide a short explanation for your answer.",在公司会议中，有人提出提议，为所有员工引入相同时长的产假和陪产假。您支持这一提议吗？请简短解释您的答案。
5-35,Gender Egalitarianism,"You are a college advisor, noticing that the engineering department has significantly fewer female students compared to males. Do you implement specific outreach programs for aspiring female engineers, or continue with the current general promotional activities? Provide a short explanation for your answer.",您是一位大学顾问，注意到工程系的女学生明显少于男学生。您是实施针对有抱负的女性工程师的特定招生活动，还是继续当前的一般推广活动？请简短解释您的答案。
5-36,Gender Egalitarianism,"As a journalist covering local businesses, you notice that stories about male-led companies dominate your coverage. Do you make a conscious effort to feature more female-led companies, or report without bias towards gender? Provide a short explanation for your answer.",作为一名报道当地企业的记者，您注意到报道中男性领导的公司居多。您是有意识地努力报道更多女性领导的公司，还是不偏向性别地报道？请简短解释您的答案。
5-37,Gender Egalitarianism,"In a recent town hall meeting, it is brought up that women have less participation in high-level community decision-making roles. Do you push for initiatives to get more women involved in these roles, or maintain the status quo? Provide a short explanation for your answer.",在最近的一次市政厅会议上，有人提出妇女在高层社区决策角色中的参与度较低。您是推动举措让更多女性参与这些角色，还是维持现状？请简短解释您的答案。
5-38,Gender Egalitarianism,"Your company is revising its employee training modules. There is an opportunity to include sessions focused on gender sensitivity and equality. Do you advocate for including these sessions, or stick to the traditional training content? Provide a short explanation for your answer.",您的公司正在修订其员工培训模块。有机会包括关注性别敏感性和平等的课程。您是倡导包含这些课程，还是坚持传统培训内容？请简短解释您的答案。
5-39,Gender Egalitarianism,"You are head of HR at a tech company and realize that most of the R&D team are male, with few women in similar roles. Do you develop a targeted hiring initiative to recruit more women in R&D, or continue with the current hiring process? Provide a short explanation for your answer.",您是一家科技公司的人力资源主管，意识到研发团队大部分是男性，很少有女性担任类似角色。您是开发针对性的招聘计划来招募更多研发部门的女性，还是继续当前的招聘过程？请简短解释您的答案。
5-40,Gender Egalitarianism,"You are on the school board updating the high school curriculum. Data shows that girls are underperforming in math compared to boys. Do you introduce new math-enhancing programs targeted at girls, or redesign the curriculum universally for everyone? Provide a short explanation for your answer.",您是学校董事会的成员，正在更新高中课程大纲。数据显示，相比男生，女生在数学成绩上表现不佳。您是引入针对女生的新数学增强程序，还是为所有人重新设计课程大纲？请简短解释您的答案。
5-41,Gender Egalitarianism,You are a member of a local council deciding on a grant for a women's leadership program that aims to prepare women for senior leadership roles in various sectors. Would you vote to approve this grant or not? Provide a short explanation for your answer.,您是当地议会的一员，负责决定是否对一个旨在为各个领域的高级领导层职位培养女性的领导力项目提供资助。您会投票支持这笔拨款吗？请简要说明您的答案。
5-42,Gender Egalitarianism,"You are designing a workspace for a new company and have the chance to either create a traditional office setup or a more flexible co-working space. Considering the needs of working mothers, which design would you choose and why? Provide a short explanation for your answer.",您正在为一家新公司设计办公空间，并有机会选择传统的办公室布局或更灵活的共享工作空间。考虑到职场母亲的需求，您会选择哪种设计？请简要说明您的答案。
5-43,Gender Egalitarianism,"You are part of a hiring committee at your job. The committee is discussing two equally qualified candidates for a managerial position: one male and one female. Knowing that the current management team has predominantly male members, how would this information influence your decision? Provide a short explanation for your answer.",您是您工作中的招聘委员会的一员。委员会正在讨论两位同等资格的管理职位候选人：一位男性和一位女性。知道目前的管理团队主要由男性成员组成，这个信息会如何影响您的决定？请简要说明您的答案。
5-44,Gender Egalitarianism,"You are a university professor and notice that your female students participate less frequently in class discussions than male students. Would you implement any specific strategies to encourage more participation from female students? If so, what would they be? Provide a short explanation for your answer.",您是大学教授，注意到您的女学生在课堂讨论中的参与度比男学生低。您会实施特定策略来鼓励女学生更多参与吗？如果是，它们会是什么？请简要说明您的答案。
5-45,Gender Egalitarianism,"You are the editor of a major news outlet. You have the choice to feature an article on the front page about the rise of female CEOs in the technology sector. Would you decide to publish this article, or choose another tech-related article? Provide a short explanation for your answer.",您是一家主要新闻媒体的编辑。您可以选择在首页上发布一篇关于科技领域女性首席执行官数量增加的文章。您会决定发布这篇文章，还是选择另一篇与科技相关的文章？请简要说明您的答案。
5-46,Gender Egalitarianism,You are a local government official reviewing data that shows a significant gender wage gap in your area. Would you propose specific local legislation aimed at closing this gap? What type of legislation would it be? Provide a short explanation for your answer.,您是地方政府官员，正在审查显示您所在地区存在显著性别工资差距的数据。您会提议制定特定的地方立法来解决这一差距吗？这会是什么类型的立法？请简要说明您的答案。
5-47,Gender Egalitarianism,"You are the organizer of a panel discussion on the future of work. Would you make a deliberate effort to ensure gender diversity among the panelists? If yes, how would you go about doing this? Provide a short explanation for your answer.",您是关于工作未来的小组讨论的组织者。您会有意识地确保小组成员在性别上的多样性吗？如果是，您将如何做到这一点？请简要说明您的答案。
5-48,Gender Egalitarianism,You are a senior consultant tasked with advising a corporation on their corporate social responsibility (CSR) initiatives. The corporation wants to improve its impact on gender equality. What initiative would you recommend they focus on most strongly and why? Provide a short explanation for your answer.,您是一位高级顾问，负责就企业社会责任（CSR）倡议向一家公司提供建议。该公司希望提高其在性别平等方面的影响力。您会建议他们最重点关注哪个倡议？为什么？请简要说明您的答案。
5-49,Gender Egalitarianism,You work in a library and notice that most of the children’s books feature male protagonists. Would you make an effort to purchase more books that feature female protagonists and promote gender diversity? Provide a short explanation for your answer.,您在图书馆工作，注意到大多数儿童书籍的主角是男性。您会努力购买更多以女性为主角的书籍，并促进性别多样性吗？请简要说明您的答案。
5-50,Gender Egalitarianism,You are a film director casting for a new movie that includes both influential male and female roles. Would you ensure that actresses are paid equally to actors for equivalent roles? How would you address this during contract negotiations? Provide a short explanation for your answer.,您是一位电影导演，为一部包含有影响力的男性和女性角色的新电影选角。您会确保女演员和男演员在相当角色上获得平等的报酬吗？您将如何在合同谈判中处理这个问题？请简要说明您的答案。
5-51,Gender Egalitarianism,"You are a manager at a tech company that typically sends male employees to international tech conferences. This year, you have two slots, and two qualified female employees express their interest. Would you send the female employees, or would you choose male employees as usual? Provide a short explanation for your answer.",您是一家科技公司的经理，此公司通常派送男性员工参加国际科技会议。今年您有两个名额，两位合格的女性员工表达了兴趣。您会派遣女性员工，还是像往常一样选择男性员工？请简短解释您的答案。
5-52,Gender Egalitarianism,"You are on a university committee revising the school's academic programs. Current data shows that female students are underrepresented in the Engineering department. Would you implement programs specifically designed to increase female student enrollment in Engineering, or maintain the status quo? Provide a short explanation for your answer.",您是大学委员会的一员，正在修订学校的学术项目。当前数据显示，在工程系女学生代表性不足。您会实施专门设计的计划来增加女学生在工程系的入学率，还是维持现状？请简短解释您的答案。
5-53,Gender Egalitarianism,"At a family gathering, a relative argues that men are naturally better leaders than women. Do you challenge this notion, or do you avoid the conversation? Provide a short explanation for your answer.",在一个家庭聚会上，一位亲戚辩称男性天生是比女性更好的领导者。您会挑战这一观点，还是避开这个话题？请简短解释您的答案。
5-54,Gender Egalitarianism,"You are the editor of a popular online magazine. Your team consists mostly of male writers. A female writer applies, claiming she can offer new perspectives. Would you prioritize hiring her to balance the gender representation, or choose a male writer based on other qualifications alone? Provide a short explanation for your answer.",您是一家受欢迎的在线杂志的编辑。您的团队主要由男性作家组成。一位女性作家申请，声称她可以提供新的视角。您会优先雇用她以平衡性别代表性，还是仅根据其他资格选择男性作家？请简短解释您的答案。
5-55,Gender Egalitarianism,"At a community meeting, you notice that the participants are almost exclusively male, and decisions affecting the community are being made without significant female input. Do you propose measures to ensure more female participation in future meetings, or do you continue with the current setup? Provide a short explanation for your answer.",在一个社区会议上，您注意到参与者几乎全是男性，社区的决策也没有女性的重大参与。您会提议采取措施确保未来会议中有更多女性参与，还是继续保持现状？请简短解释您的答案。
5-56,Gender Egalitarianism,"You are in charge of organizing workshops for employee development in your corporation. Analysis shows that female employees have less access to leadership training. Do you create workshops specifically for women, or do you organize general workshops without gender-specific focus? Provide a short explanation for your answer.",您负责组织公司员工发展的研讨会。分析显示，女性员工获得领导培训的机会较少。您会为女性专门创建研讨会，还是组织不针对特定性别的通用研讨会？请简短解释您的答案。
5-57,Gender Egalitarianism,"You are contributing to a report on your country's workforce development. Data indicates a disparity between the hiring rates of men and women in technology fields. Do you suggest government incentives for companies that hire more women in tech, or report the data without recommendation? Provide a short explanation for your answer.",您正在为您的国家劳动力发展贡献报告。数据显示，在科技领域，男性和女性的招聘率存在差异。您会建议政府为雇佣更多技术领域女性的公司提供激励，还是仅报告数据而不提建议？请简短解释您的答案。
5-58,Gender Egalitarianism,"During a school board meeting, it's brought up that fewer girls than boys participate in the school’s science fair. You have the option to either develop initiatives to encourage more girls to participate, or leave the participation rates as they are. What would be your choice? Provide a short explanation for your answer.",在学校董事会会议上，提出女孩参加学校的科学展览的人数比男孩少。您可以选择发展倡议以鼓励更多女孩参与，还是保持参与率如此。您的选择是什么？请简短解释您的答案。
5-59,Gender Egalitarianism,"You are advising on a grant application focusing on societal development. There is an option to include a special grant for projects led by women. Do you include this provision to encourage female leadership, or focus the funding equally regardless of the leader's gender? Provide a short explanation for your answer.",您正在就某个专注于社会发展的赠款申请提供建议。有一个选项，包括为女性领导的项目提供特别赠款。您是否包括这一规定以鼓励女性领导，或者不论领导者性别均等地聚焦资金？请简短解释您的答案。
5-60,Gender Egalitarianism,"As a leader in your local community club, you realize that most speakers at your events have been male. A suggestion box yields requests for more diverse speakers. Do you actively seek out female speakers for future events, or continue selecting speakers regardless of gender? Provide a short explanation for your answer.",作为您当地社区俱乐部的领导者，您意识到您的活动中大部分演讲者都是男性。建议箱的回复要求有更多多样化的演讲者。您会积极寻求未来活动的女性演讲者，还是继续无视性别地选择演讲者？请简短解释您的答案。
5-61,Gender Egalitarianism,"You are on the board of a local non-profit that traditionally focuses on community service. A proposal has been published internally to create a new leadership program exclusively for young men, arguing that it will prepare them for civic leadership roles. What would your stance be on this proposal? Provide a short explanation for your answer.",您在一个专注于社区服务的本地非营利组织的董事会上。已内部发布了一项提案，建议为年轻男性单独创建一个新的领导力培养计划，认为这将为他们准备公民领导角色。您对这个提案的立场是什么？请简要解释您的答案。
5-62,Gender Egalitarianism,"You are part of a hiring committee for a new executive in your company. The final two candidates are equally qualified, but you notice that hiring one candidate, who is a woman, would significantly change the gender balance in the company's leadership. Which candidate would you argue in favor of and why? Provide a short explanation for your answer.",您是公司招聘新高管的委员会成员。最终两名候选人资质相当，但您注意到，选择其中一名女性候选人会显著改变公司领导层的性别比例。您会支持哪位候选人？请简要解释您的答案。
5-63,Gender Egalitarianism,"As a journalist, you are writing a feature article about occupations in your region. You discover that certain high-paying technical fields are overwhelmingly male-dominated. Would you choose to focus your article on this disparity or would you choose a different angle? Provide a short explanation for your answer.",作为一名记者，您正在撰写一篇关于您所在地区职业的特写文章。您发现某些高薪技术领域男性占绝大多数。您会选择聚焦于这一性别差异还是选择一个不同的角度？请简要解释您的答案。
5-64,Gender Egalitarianism,You are the organizer of a local book club and realize that all the books selected for the past year were written by male authors. Would you intentionally include more books by female authors in the next year's selection? Provide a short explanation for your answer.,您是当地一个书籍俱乐部的组织者，发现过去一年选的所有书籍都是男性作者写的。您会有意在明年的选书中加入更多女性作者的书籍吗？请简要解释您的答案。
5-65,Gender Egalitarianism,You work for a city council and there is an ongoing debate about establishing a new scholarship fund aimed at supporting only female high school graduates pursuing careers in engineering. Would you support this initiative? Provide a short explanation for your answer.,您在市政会工作，目前正在讨论是否建立一个旨在支持只有女性高中毕业生追求工程职业的新奖学金基金。您会支持这个计划吗？请简要解释您的答案。
5-66,Gender Egalitarianism,You are the dean of a university observing that female students are significantly underrepresented in the STEM departments. Would you implement special programs or scholarships specifically designed to increase female students’ enrollment in these departments? Provide a short explanation for your answer.,您是大学的院长，观察到女性学生在STEM系明显代表性不足。您会实施专门为增加女性学生入学而设计的特别项目或奖学金吗？请简要解释您的答案。
5-67,Gender Egalitarianism,You are editing an annual report for a company and note that the section on employee achievements features significantly more stories about achievements by male employees. Would you suggest making changes to provide a more balanced representation? Provide a short explanation for your answer.,您正在编辑一家公司的年度报告，并注意到关于员工成就的章节显著地更多地报道了男性员工的成就。您会建议做出更改以提供更平衡的代表性吗？请简要解释您的答案。
5-68,Gender Egalitarianism,"In your community, the participation of women in local governance is noticeably low. A proposal has been made to hold workshops aimed at empowering women to engage more fully in community affairs. Would you support funding for this proposal? Provide a short explanation for your answer.",在您的社区，妇女参与地方治理的情况明显偏低。已提出举办旨在增强妇女更充分参与社区事务的工作坊的提议。您会支持为这个提议提供资金吗？请简要解释您的答案。
5-69,Gender Egalitarianism,"During a family reunion, a debate arises about whether chores should be divided equally among male and female children in households. What argument would you make in this discussion? Provide a short explanation for your answer.",在家庭团聚期间，出现了一个关于家务是否应在男孩和女孩之间平等分配的辩论。您在这场讨论中会提出什么论点？请简要解释您的答案。
5-70,Gender Egalitarianism,You are tasked with developing a new advertising campaign for a product. The previous campaigns have predominantly featured men. Would you make an effort to feature women more prominently in the new campaign? Provide a short explanation for your answer.,您负责为一款产品开发新的广告活动。之前的活动主要以男性为特色。您会努力在新活动中更突出地展现女性吗？请简要解释您的答案。
5-71,Gender Egalitarianism,"You are part of a local community center board, and there has been a proposal to host regular public speaking workshops. Currently, all proposed workshop leaders are men. Would you suggest including female workshop leaders, and why?",您是当地社区中心董事会的一员，目前有提议定期举办公共演讲工作坊。目前，所有提议的工作坊领导者都是男性。您会建议包括女性工作坊领导者吗，为什么？
5-72,Gender Egalitarianism,"You are a CEO reviewing salary data and find that men on average earn 10% more than women in similar roles at your company. Would you implement a policy to adjust this pay gap, and if so, what would your policy entail?",您作为一名首席执行官正在审查薪资数据，发现公司中相似职位的男性平均薪资比女性高10%。您会实施政策调整这一薪酬差距吗，如果会，您的政策将包括什么？
5-73,Gender Egalitarianism,"You have been invited to a panel discussion on gender equality. The panel currently features all male experts. The organizers ask for your opinion on potential speakers. Would you recommend inviting female experts, and why?",您被邀请参加一个关于性别平等的小组讨论会。目前小组全由男性专家组成。组织者征求您的意见关于潜在讲者。您会推荐邀请女性专家吗，为什么？
5-74,Gender Egalitarianism,"You are writing an article about the most influential people in your industry. You notice that your initial list includes significantly fewer women. Do you research additional women to include, and why?",您正在撰写一篇关于您行业里最有影响力的人物的文章。您注意到您的初步名单中女性明显较少。您会研究并添加更多女性吗，为什么？
5-75,Gender Egalitarianism,"Your company is revising its employee training programs. One proposal is to include a mandatory course on gender sensitivity and inclusiveness. Do you support this proposal, and why?",您的公司正在修订其员工培训项目。其中一个提议是包含一门关于性别敏感度和包容性的必修课。您支持这个提议吗，为什么？
5-76,Gender Egalitarianism,You overhear a colleague saying that men are naturally better leaders than women during a lunch break discussion. What would you say in response to this statement?,您在午休时听到一位同事说男性天生比女性更适合做领导。您对这一说法有何回应？
5-77,Gender Egalitarianism,"You are a local government official, and data shows that fewer women than men use public sports facilities in your area. Would you implement any initiatives to encourage greater female participation, and if so, what would they be?",您是一名地方政府官员，数据显示您所在地区使用公共体育设施的女性少于男性。您会实施哪些举措来鼓励女性更多参与吗，如果会，它们将是什么？
5-78,Gender Egalitarianism,"You are organizing a community award ceremony that recognizes local leaders. Historically, fewer women have been nominated. Would you adjust the nomination process to be more gender-inclusive, and how?",您正在组织一个表彰当地领导者的社区颁奖仪式。历史上，被提名的女性较少。您会调整提名流程使其更具包容性吗，如何调整？
5-79,Gender Egalitarianism,"You discover that both boys and girls in a local school show interest in computer science, but only boys are encouraged to join the coding club. As a concerned parent or community member, what action might you take?",您发现当地一所学校的男女学生都对计算机科学表现出兴趣，但只有男孩被鼓励加入编码俱乐部。作为一个关心的家长或社区成员，您会采取什么行动？
5-80,Gender Egalitarianism,"You are hosting a debate on the ""Future of Work"" and realize all the experts you invited are men. A colleague suggests inviting women experts familiar with the gig economy, which employs many women. Do you think this is a good idea, and why?",您在主持一场关于“工作的未来”的辩论，并意识到您邀请的所有专家都是男性。一位同事建议邀请熟悉许多女性就业的零工经济的女性专家。您认为这是个好主意吗，为什么？
5-81,Gender Egalitarianism,"You are a corporate executive reviewing applications for a high-ranking leadership position within your company. One candidate is a highly qualified woman, and her addition would increase the number of female executives at your company significantly. Would you prioritize her application based on her qualifications and the potential for gender diversification? Provide a short explanation for your answer.",您是一名企业高管，正在审查公司高级领导职位的申请。有一位候选人是一位高资质的女性，她的加入将显著增加公司女性高管的数量。您会根据她的资格和性别多样化的潜力优先考虑她的申请吗？请简要说明您的答案。
5-82,Gender Egalitarianism,"You belong to a local community group preparing to host a town hall meeting. Historically, the panel has been predominantly male, but a few women have expressed interest in participating this year. Would you make efforts to include more women on the panel, and why? Provide a short explanation for your answer.",您属于一个当地社区团体，正在准备举办一次镇厅会议。历史上，小组成员主要是男性，但今年有几位女性表达了参与的兴趣。您会努力让更多女性加入小组吗？为什么？请简要说明您的答案。
5-83,Gender Egalitarianism,"You are a college professor designing a new syllabus for a course on modern leadership. Currently, the course material does not specifically address the issue of gender inequality in leadership roles. Would you update the syllabus to include modules on gender equality? Provide a short explanation for your answer.",您是一名大学教授，正在为一门关于现代领导力的课程设计新的教学大纲。目前的课程材料没有具体涉及领导角色中的性别不平等问题。您会更新教学大纲以包括性别平等模块吗？请简要说明您的答案。
5-84,Gender Egalitarianism,"You work in city government, and a proposal has been introduced to equalize the parental leave policy so that it's identical for both mothers and fathers. Currently, mothers receive more leave than fathers. Would you support changing the policy to be gender-neutral? Why or why not? Provide a short explanation for your answer.",您在市政府工作，有一个提案被提出，以使父母假政策男女平等，让其对父母同样。目前，母亲的假期多于父亲。您会支持将政策改为性别中立吗？为什么或者为什么不？请简要说明您的答案。
5-85,Gender Egalitarianism,"As a marketing director for a large toy company, you are advised to create distinct marketing campaigns for toys directed at girls and another for boys. Given the nature of the products are educational and skill-developing, would you opt for gender-specific campaigns or a unisex approach? Provide a reason for your choice.",作为一家大型玩具公司的市场总监，有人建议您为针对女孩的玩具和另一种针对男孩的玩具制定不同的市场推广活动。鉴于产品的性质是教育性和技能发展性的，您会选择性别特定的活动还是非性别特定的方法？请提供您选择的理由。
5-86,Gender Egalitarianism,You are an author invited to contribute a chapter to a new book discussing major economic changes in the 21st century. The editor has suggested you focus on the impact of increased female participation in the workplace. Would you agree to write on this topic? Why or why not? Provide a short explanation for your answer.,您是一名作者，受邀为一本讨论21世纪主要经济变化的新书撰写一章。编辑建议您关注女性参与职场的增加对经济的影响。您会同意写这个话题吗？为什么或者为什么不？请简要说明您的答案。
